0,1,2,3,4,5,6,7,8,9,label
0.00811767578125,0.01251220703125,0.01043701171875,0.03472900390625,0.07501220703125,0.0404052734375,0.0150146484375,0.01251220703125,0.7694091796875,0.0218505859375,0
0.00537109375,0.0103759765625,0.00665283203125,0.021484375,0.0467529296875,0.02813720703125,0.0084228515625,0.0062255859375,0.8505859375,0.0159912109375,0
0.0059814453125,0.00860595703125,0.00726318359375,0.02191162109375,0.04559326171875,0.02874755859375,0.00677490234375,0.0062255859375,0.855712890625,0.01318359375,0
0.00469970703125,0.00628662109375,0.007080078125,0.02484130859375,0.0501708984375,0.0240478515625,0.00604248046875,0.00469970703125,0.8612060546875,0.01092529296875,0
0.006103515625,0.0106201171875,0.011962890625,0.03265380859375,0.06182861328125,0.02978515625,0.01226806640625,0.008056640625,0.810791015625,0.01593017578125,0
0.005126953125,0.00762939453125,0.00506591796875,0.01788330078125,0.04071044921875,0.0191650390625,0.00616455078125,0.00482177734375,0.88134765625,0.0120849609375,0
0.00714111328125,0.00909423828125,0.01092529296875,0.0289306640625,0.0667724609375,0.03216552734375,0.0108642578125,0.00860595703125,0.8125,0.01300048828125,0
0.004638671875,0.0078125,0.00592041015625,0.02630615234375,0.04998779296875,0.02996826171875,0.0067138671875,0.00787353515625,0.85137939453125,0.0093994140625,0
0.00390625,0.005615234375,0.0048828125,0.01544189453125,0.03521728515625,0.01531982421875,0.00372314453125,0.00396728515625,0.90325927734375,0.0086669921875,0
0.01129150390625,0.01434326171875,0.01788330078125,0.05157470703125,0.1190185546875,0.063232421875,0.02020263671875,0.01287841796875,0.66595458984375,0.02362060546875,0
0.00555419921875,0.007080078125,0.0074462890625,0.0194091796875,0.04376220703125,0.02227783203125,0.00750732421875,0.00634765625,0.86834716796875,0.01226806640625,0
0.01385498046875,0.02044677734375,0.02142333984375,0.07177734375,0.154052734375,0.1007080078125,0.03277587890625,0.01959228515625,0.52880859375,0.03656005859375,0
0.0057373046875,0.00982666015625,0.01123046875,0.03558349609375,0.08526611328125,0.04925537109375,0.01287841796875,0.009765625,0.7650146484375,0.01544189453125,0
0.00872802734375,0.01239013671875,0.010498046875,0.03070068359375,0.0787353515625,0.03564453125,0.01080322265625,0.00994873046875,0.784423828125,0.01812744140625,0
0.0025634765625,0.00531005859375,0.0052490234375,0.03399658203125,0.08746337890625,0.0428466796875,0.00885009765625,0.00872802734375,0.79766845703125,0.00732421875,0
0.0037841796875,0.00726318359375,0.00787353515625,0.0272216796875,0.09130859375,0.0450439453125,0.007568359375,0.00494384765625,0.79632568359375,0.0086669921875,0
0.01336669921875,0.0225830078125,0.01220703125,0.04522705078125,0.07666015625,0.05712890625,0.02197265625,0.02581787109375,0.68701171875,0.03802490234375,0
0.00518798828125,0.0087890625,0.0103759765625,0.029296875,0.0601806640625,0.03521728515625,0.0096435546875,0.0074462890625,0.8203125,0.0135498046875,0
